product_id,MAE,RMSE,MAPE,MDAE,MDAPE,avg_price
99632478,2078.6014479803703,2466.8951173820737,12.835794668362317,1776.6096584912812,11.923554754975042,15477.397260273973
99587683,29370.381682602805,31450.381038499985,26.30709535773737,25300.7866388518,21.45953065212197,111248.684210526316
99867126,3176.4854250035173,3422.1744310484787,8.608361585375386,2951.4346127775643,7.998467785305053,41008.888888888889
99811685,6174.499993267685,7799.357381772196,8.188714388756873,9651.205701319566,12.766145107565563,82746.987951807229
99647849,41312.47419683165,45985.76381361543,27.61477078436118,49993.93678427319,33.59807579588252,149083.606557377049
99666623,2735.6299878730165,3891.753292820423,3.779665237496514,1640.103543539546,2.444267576064897,72548.571428571429
99498199,3683.2610961128794,3895.9410138012795,8.047464978434606,4066.1497969976845,8.927523698782146,43235.795454545455
99615839,3916.0100402213716,4579.9588186840065,6.208130637210044,3475.5783553089423,5.274277512971327,66084.567901234568
99679927,19905.02379797692,26410.267440758125,13.205391431776858,10280.678463315882,6.0199735466777025,149597.872340425532
99785987,1640.2450508591944,1811.7655388133537,4.2556009953961285,1864.7961968437085,4.856240095947157,37577.500000000000
99697510,3605.359187000692,5660.642498837566,5.365820804608829,2404.265458611444,4.0430463505949845,73779.695431472081
99677087,1934.0024476344456,1980.9647279409478,6.759504594738037,1804.2999453730608,6.2649303658786835,29263.522012578616
99721599,26553.60996511252,31632.526911645924,7.954630083002272,31194.44281571702,9.322790131994207,309560.588235294118
99744223,82042.52594416168,97721.90315941967,7.811292536952596,67231.54776733555,5.855934289052674,1008536.969696969697
99679268,33201.39353818646,40304.52636156674,21.583241170900653,24059.952853905823,13.859419846719945,150896.132596685083
99695077,1063.376482863427,1149.4357008627455,3.793741525019996,919.0579160363322,3.2823497001297577,28601.522842639594
99789627,6397.027534411277,8403.152060291806,7.664398965048108,3849.2685876998003,4.163917078301622,104048.958333333333
99659853,14422.188904140909,14608.008973835567,9.109901593031392,15000.708094339614,8.851396313382795,148377.348066298343
99660100,32300.43415628423,39468.51719835759,20.826925685008217,22823.802753598968,13.217142585097882,150987.425149700599
99972274,4594.779878956648,5205.923170450801,4.038669830007488,6216.163595879101,5.481625745925133,120071.584699453552
99827004,97773.60137990923,130308.23238518098,28.8198726341766,46082.55102144065,19.161143875858897,271232.467532467532
99657002,383483.7342718754,444200.22853433236,9.88913280849956,442583.7276822536,12.775226891631695,3935745.000000000000
99647837,40140.15797886513,44114.75707686984,26.940961544132264,45454.043776730236,30.659403789616473,148461.452513966480
99862851,12727.652645325154,12807.852996845386,21.672366734601827,12531.715791764742,21.5207649668449,60743.670886075949
99963305,43818.60950206793,55555.386280018756,9.138937582036316,39793.7798069549,7.720950680433624,517066.666666666667
99865275,8930.21712179555,10346.924990642812,7.88915292860443,9314.745262394907,7.898903606877564,165614.438502673797
99779989,389.4881252932438,486.7055853423396,1.3914051865702113,308.80496326235516,1.1189433271850713,27886.363636363636
99697413,2921.5498623282274,3815.318753868064,4.505834734785769,2311.555579365042,3.4795250475093216,73882.035928143713
99910078,7691.634703945385,8053.115243279683,2.448957474579264,8646.082706374844,2.7431670144168017,302250.561797752809
99780889,4740.185769711749,6057.828599560576,24.33045755869179,5935.554038488455,28.264543040421213,28183.414634146341
99771155,862.248288502341,1109.627645084104,3.117898093094344,1346.6420143432315,4.87913773312765,28665.882352941176
99897821,3361.761170611481,3689.1628581463483,6.505597595453216,3536.195644014093,6.748464969492544,51941.237113402062
99838292,2151.2120304252235,2683.0103803395846,1.2420675843044293,1458.624382342241,0.842648401122034,183261.702127659574
99976627,228447.80594396524,230959.66886950692,48.28585865267605,227472.61863283627,46.94997288603432,517721.710526315789
99704439,3898.2709184028704,5442.510408426173,5.754529749298381,2657.4993081748835,3.8659583563936315,80242.857142857143
99844460,7531.242001885676,8061.948637057456,11.075355885125996,8338.790583598238,12.262927328820938,72931.707317073171
99679577,50618.693272096185,56392.51122914817,33.33377430534307,60627.1113967374,40.74402647630201,152962.643678160920
99920447,2389.6317462867946,2536.5499463148467,6.522766734578887,2585.1663811770486,7.06329612343456,43493.922651933702
99822973,3243.7275715014284,4281.275105465772,8.757047096657839,2587.737937280661,8.294031850258527,31996.568627450980
99956509,9713.905840278985,13546.195628183294,6.981352554368803,7558.012327856064,4.705826794227855,156185.897435897436
99679482,38131.08569243649,42746.528212104386,25.176957874979188,45535.01119009631,30.60148601484967,152182.500000000000
99659322,31309.10303048061,35659.4314296881,20.574207718450214,38641.631949583534,25.968838675795386,152758.139534883721
99647273,39425.17435912835,44785.81803323562,26.142887396142722,46739.28430927257,31.41080934762941,148969.518716577540
99779908,375.49710698350304,499.1218752146713,1.2954492810654745,245.8557745105736,0.8277972205743218,29264.497041420118
99659860,31618.415304635084,35253.409912150295,21.09025650310066,36741.63588127043,24.691959597627974,151478.709677419355
99876113,21548.204636883725,23648.41653566736,23.3455041326951,26629.364070902935,26.01303363718442,86316.129032258065
99642274,1865.110192433972,1973.4489526793989,6.507854149448843,1897.8061904875358,6.589604828081722,29312.676056338028
99991106,2583.110807895089,2904.7571158419864,6.281332886583425,2241.3810620198383,5.670378578681234,42789.784946236559
99489427,15915.840074617565,20651.957283152384,5.050534888145845,16691.35351407359,5.140546200823404,316260.309278350515
99990299,1653.3653320275253,1920.1941247877032,2.02126467619103,1384.6693081720077,1.6671271534911856,83798.888888888889
99822790,1966.1821737522102,2169.0163211002173,5.364138004457441,2158.8266755367295,5.89843353971784,43892.397660818713
99773411,375.8568299959844,532.665822105322,1.3309629560508491,203.73350061161182,0.7025293124538338,28680.628272251309
99663109,1920.7982045055317,3029.2783700576656,8.17311139524942,1276.0395761575855,4.640143913300311,28824.571428571429
99659946,14236.187516059268,18561.769443476267,9.244872636991289,10806.636225204886,6.225020867053505,150025.157232704403
99648110,12742.692234972375,14614.065978398208,7.770101678860231,9992.358134777343,6.715294445414881,148048.275862068966
99697158,4876.784209263768,6386.4503872819605,7.390495085454567,3008.3265482358547,4.702930034232905,75037.853107344633
99650408,29265.20821384489,32279.988851970855,17.153546667230195,28311.87295733062,16.267575290043,147688.165680473373
99685465,1450.4810008403638,1577.1409154281207,0.9286049941359564,1755.648687582463,1.1239748319990162,153459.210526315789
99807159,28853.75008478897,32945.13923476258,19.25750855093698,33377.060447789554,22.43082019340696,149430.921052631579
